start,end,text
4058.16,4065.04,"do using slicing is, we can access few particular elements from the old list or for choice,"
4065.04,4071.2,"let's just implement slicing quickly, if I write here sports, if I write here sports,"
4072.08,4081.44,"and if I write here zero and two, four or three, anything, see, the very first one is,"
4081.44,4085.04,"I will comment and write here, the very first one is, start index,"
4087.04,4092.88,"then something called stop index, and there is also something that is called as step,"
4093.76,4099.6,"remove step, remove step, do not talk about step first, first we will talk about start and stop index,"
4099.6,4106.72,"what is start and stop index, see, now if I run this, if I run this, if I write here sports here,"
4106.72,4113.52,"if I run this, much more, try to three,"
4123.4400000000005,4128.96,"create a more, all the elements are getting access, it should stop, wait,"
4130.32,4131.6,"we try changing the values,"
4137.6,4145.4400000000005,"well let's write one, okay, now it is working fine, where I take two,"
4147.4400000000005,4150.96,"it is working fine again, okay, now it is working fine,"
4151.12,4158.0,"now it is working fine, see, what we did was, we accessed few particular elements,"
4158.0,4163.76,"and what was those elements, we accessed zero as element first, and the one index,"
4163.76,4169.44,"we skipped two, when we write here two, it will run till three, if I write here sports,"
4171.12,4180.88,"zero and three, then this come on, see, zero as element, first index element, and second"
4180.88,4189.12,"index element, it will run, it will go to till and minus one, it will run till start in two"
4189.12,4195.84,"stop index minus one, see, what we are doing using slicing is, slicing is basically used to"
4195.84,4203.04,"access particular elements from our list, okay, with slicing we are trying to access,"
4203.04,4208.16,"cricket and caram board at the same time, so what I will do is, I will write here square"
4208.96,4215.76,"and put indexes for the same, see, zero, zero is the start index, I have, I have"
4215.76,4225.599999999999,"specified that zero should be my start index, two should be my stop index, and my list should be"
4225.599999999999,4232.88,"appended, I should extract some particular elements, okay, mother, maquilized asking,"
4232.96,4240.0,"so stop index means number of, no, no, okay, okay, understand, stop index, you give n plus one,"
4240.0,4248.64,"okay, if you want to go till n, then you should give stop index as n plus one, okay, if you want to go"
4248.64,4256.64,"till n, then you should give stop index at as n plus one, because it goes till one, less it,"
4257.360000000001,4263.200000000001,"see, if I am, now if I am writing here two, then it will actually run till one, if I am writing"
4263.200000000001,4269.12,"here three, then it will actually print till two, okay, see, here you are getting the elements,"
4269.12,4274.96,"cricket and caram board, not put ball, okay, you are getting cricket that is zero index and caram board"
4274.96,4279.200000000001,"that is one index and not two, that is football, you are not able to get football, if you want to"
4279.28,4285.28,"get football, then you have to write here three, so that it goes zero, one and two, okay,"
4286.88,4294.8,"that is by I wrote here it goes till n minus one, okay, now I is asking can you make sports, sports"
4294.88,4309.76,"zero, zero and four, there are four elements, okay, okay, see, zero element, first index element,"
4309.76,4314.08,"second index element and third index element, now is getting it now,"
4314.96,4324.64,"there is, we are able to access four elements and according to our choices, we are able to"
4324.64,4331.28,"extract the element from the list, okay, this is what we are accomplishing through a start"
4331.28,4337.76,"step, start index and stop index, okay, now also there is something else also, if I write here sports,"
4338.16,4345.04,"yeah, account, account, account, account, account, account, n minus one basically means account,"
4345.04,4352.56,"n minus one basically means that your elements are extracted till n minus one,"
4352.56,4360.16,"if you are writing here three, account, if you are writing here three, then till only this index is"
4360.16,4368.8,"till two are getting accessed, okay, okay, Madanmiklal, okay, I will try, but account, see,"
4368.8,4376.16,"for you draw out the meaning is only the values till two are getting printed, the last value is not"
4376.16,4382.72,"getting printed, see, if I am writing here three, it is only working till two, getting my point,"
4382.72,4390.0,"that is by I wrote n minus one, it is actually going till two only, not three, see, here you wrote two,"
4390.0,4396.24,"but it actually went till one only, okay, that is why I wrote here n minus one, n is the stop index,"
4396.24,4404.72,"that is three, n is running till n minus one, okay, account, okay, account, clear with a doubt,"
4407.6,4413.76,"yeah, yeah, correct, correct, correct, cool, leave, account, but three, but three means what,"
4413.76,4422.96,"okay, yeah, n is the number of, yeah, I should write that, I should write that, okay, account,"
4422.96,4430.8,"can you please tell me, but three means what, but three, if you spy a doubt, okay,"
4430.8,4446.08,"till then I will write mother macaws out, by I tier five, sports comma three,"
4449.04,4457.84,"what is that account sports comma three, didn't get it, okay, account, account, see, I will"
4457.84,4464.8,"write again, in case you are not getting it, see, what happens, basically is, what happens,"
4464.8,4471.04,"your index value is starting from here, and it is going to n minus one, n is three,"
4471.04,4475.6,"but it will not go to three, it will go to two only, it will print the elements till,"
4477.12,4482.24,"index two only, it will not print the element at index three, that is why, see,"
4482.88,4489.04,"cricket was the first index, caram was the second, see cricket was the zeroes index,"
4489.04,4495.36,"caram was at the first index, football was at the second element, right index, now when I printed,"
4495.36,4503.12,"sports zero, colon two, it printed zeroes index and first index only, it did not print in the"
4503.12,4510.08,"second index, okay, that is why I am writing n minus one, n is two here, and I'm, and my list is"
4510.16,4516.16,"going till one only, it is not going to two, that is why I'm writing here, n minus one, n is the"
4516.16,4522.32,"end and index, and it is going to n minus one, understand, okay, good, now, mother maquilla, you are"
4522.32,4529.04,"asking, mother maquilla, it is that question, can you try four, four, okay, mother maquilla,"
4529.04,4536.0,"try it, and see, it is starting at four, and it is ending also, that is why we are not able to"
4536.0,4542.08,"get any output, okay, because starting and index, starting and ending are theme, now,"
4542.64,4555.04,"bridges is asking to write sports, sports two and four, okay, see, visualize this,"
4555.68,4559.76,"I'm an, I'll try, I'm an, I'll try, I'm an, I'll try, just give me a minute, I'll take one"
4559.84,4567.52,"and out, okay, but Jason is asking me, yeah, but Jason is asking me from two till three, see,"
4567.52,4573.2,"where is my, let me quickly bring my sports first, wait, I have what I'll do is,"
4579.2,4585.52,"first I'll print sports first, so that I'm able to visualize it, okay, sports is here, now,"
4585.6,4591.52,"now bridges you're asking me, two and colon four, so zero at index, first index, second index,"
4591.52,4598.4800000000005,"second index, second index is put ball, and it will not run till food, it will run till three,"
4598.4800000000005,4604.0,"so only put ball and chest is getting executed, okay, clear bridges,"
4605.280000000001,4609.76,"bridges, I hope it is clear, that is why we are getting only put ball and chest,"
4610.08,4616.56,"bridges, now, we'll take one more, we'll take one more and then we'll move on, okay,"
4616.56,4623.360000000001,"Amani is asking, try zero, okay Aman, but we do not have that much values, right, Aman,"
4623.360000000001,4635.84,"we do not have that much values, but no issues, I'll learn it, see, why, because it is now running till,"
4636.4800000000005,4642.96,"it is now running till all the elements, it is now executing all the elements, see understand,"
4642.96,4650.4800000000005,"stop basically how, stop is basically functioning, stop is running till last, stop is trying to run"
4650.4800000000005,4658.400000000001,"till last, now, if I add two more elements here, or if I remove two three elements, even then"
4658.4,4665.679999999999,"all of my elements will be printed, okay, stop basically means to till here, till here, start"
4665.679999999999,4672.719999999999,"from zero, until here, whatever elements you get, execute all of them, this is the basic use of"
4672.719999999999,4680.799999999999,"stop, it will stop, it will start at zero and it will execute all the elements till seventh index,"
4680.799999999999,4685.04,"if there are any elements, then it will execute all of them, okay Amani,"
4685.28,4694.08,"if, but if there is ninth element, then it will not execute it, if there is ninth element, then it will not execute it,"
4694.08,4701.04,"okay, this is the basic meaning of stop, till it will start at zero and add six index, okay,"
4702.0,4712.96,"okay, if you try four five, okay, if you try sports, four five, okay, and run this, see, okay,"
4712.96,4723.68,"madden mackila, okay, leave it out, madden mackila is there, okay, getting it, why we are getting"
4723.84,4731.52,"hockey, okay, good, okay, now quickly move forward and now we will understand negative indexing also,"
4731.52,4743.84,"you have to understand negative indexing this, one more question we can take here, one small question,"
4744.4800000000005,4754.0,"where it is sports, I do not specify any start index, I will write here four, see this,"
4755.84,4763.76,"I am not specify any start index directly, I am writing colon four, what can be the output now,"
4763.76,4769.360000000001,"guys, what can be the output, I am not specifying any start index directly, I am running my"
4769.36,4779.679999999999,"hotel four, what can be the output, okay, I use your saying last four values or starting four values,"
4780.5599999999995,4786.48,"this thing for me last four values are starting four values, what can be the output, last four values are"
4786.48,4798.4,"starting four values, last sure, yeah, it will be, okay, no issues, I use no issues, we are all learning,"
4798.4,4804.5599999999995,"right, no issues, it will be starting four values, it will not be last four values, correct,"
4804.5599999999995,4810.16,"another, it will be starting four values, because we have not specified any start index,"
4810.16,4816.4,"but we have told, but we have told that this is policy indexing, understand, this is positive indexing,"
4816.4,4823.12,"it always starts from this starting, negative indexing starts from then, okay, negative indexing"
4823.2,4828.4,"start from then, okay, okay, mother, mother, mother, mother, mother, mother, mother, I will tell that, see,"
4830.48,4837.84,"what basically happens is that it is starting from zero to index only and running till the third index,"
4837.84,4843.68,"okay, and the code is executing till the third element to the third index, that is why we are getting"
4843.68,4851.36,"four elements at the output, okay, this is a basic flow, all of you remember that positive indexing"
4851.599999999999,4856.24,"start from the first and negative indexing start from the end, this is very, very important,"
4856.799999999999,4861.28,"now, basically short this out and mother, mother, mother, mother, what if we write two, okay,"
4861.28,4870.88,"I will take it out, no issues, I will write here two, I am print this, see, visualize this, visualize this,"
4873.04,4878.24,"this was my port list, okay, this was my port list, okay, what is happening is, it will start from"
4878.24,4884.4,"the second index, it will start from the second index, that is, football, and it will print all"
4884.4,4889.599999999999,"the elements that are after football, if we add four five elements after hockey also, right,"
4889.599999999999,4895.76,"it will print all the four five elements also, after hockey also, that means it will start at two,"
4896.32,4903.44,"and if we have not specified any in any in index, then it will print whatever elements comes"
4903.5199999999995,4911.679999999999,"after hockey also, it can print n values, okay, this is a basic flow of not specifying start and stop index,"
4911.679999999999,4920.08,"okay, now one more question comes to mind, one more question comes to my mind, if I write here"
4920.8,4929.5199999999995,"here, print 0 and nothing, what is the output now, what is the output now,"
4930.48,4942.0,"in per minute, all, all other people, other people, only start index, no stop index, correct,"
4942.96,4956.48,"see, see, because I have not written print here, now all of my elements will be accessed,"
4957.68,4963.6,"now all of my elements will be accessed, simply all because it is starting from 0,"
4963.6,4971.68,"and I have not specified any in stop index, so, okay,"
4980.56,4986.88,"Ashish, if, able to see this, Ashish, are you able to visualize this, you wanted to meet"
4987.04,4996.56,"you on this side, able to visualize it, okay, good, see, you can have multiple questions in your mind,"
4998.4800000000005,5001.84,"now one more thing, now one more very important topic,"
5006.24,5012.0,"without print, okay, Madan Makhila, directly you are accessing the values, if you write here,"
5012.08,5017.52,"E is equal to 10, E is equal to 10, you can simply write A also, and you get the output, right,"
5017.52,5021.84,"you simply write A is equal to 10, you get the output, in the same way it is functioning,"
5021.84,5025.92,"you not need to write the print, it means every single time, okay,"
5027.12,5031.12,"directly you can access the values also, if you write A is equal to 10, if I am not writing"
5031.12,5035.28,"the print here, directly I am writing A and I am able to access the value at 10, in five"
5035.36,5042.32,"index, okay, now one more important concept here, we learnt about start index, start index,"
5043.04,5049.28,"then we learnt about stop index, but there is one more concept that is step,"
5050.48,5055.599999999999,"there is, it is step, start index, stop index, and then something called step size,"
5056.4800000000005,5067.280000000001,"okay, understand what is step, if I write here sports, first print sports, first we will check"
5067.280000000001,5074.8,"for sports, print the list, okay, these are the elements in our list, now, okay,"
5074.8,5080.160000000001,"I am very asking line 38 one more time, okay, and where, okay, and where, what it, see,"
5080.24,5085.84,"and where this was someone's doubt, Ashid was asking, if we do not specify any start index,"
5087.04,5092.88,"or if we are not specifying any stop index, then all of my element will be get printed,"
5092.88,5098.72,"because we have not specified anything, because we have not told that, I, okay, there are 10 people"
5098.72,5104.32,"in a line, okay, let us understand by example, there in a assembly line, there are 10 people, okay,"
5104.4,5111.2,"now, in the 10 people when I say that, I want all the people from the second person to the fifth person,"
5111.2,5116.639999999999,"then I will get second person to fifth person only, now, if I do not specify anything,"
5116.639999999999,5122.4,"what my python is understanding that, I am requesting for all the people, I am requesting for"
5122.4,5128.0,"all the people, because I have not specified anything, so I will, I will give him all the people,"
5128.0,5136.48,"okay, mother, no, mother, maquilla, see, normally what happens, okay, okay, and where, I hope you are"
5136.48,5142.64,"clear, okay, mother, maquilla, what happens, when we do not specify any start index or stop index,"
5142.64,5149.28,"by default, it takes 0 only, okay, there are not specifying any start index, that it will take"
5149.28,5156.56,"the value as 0 only, because index starts on 0 only right, mother, maquilla, if you are not"
5156.56,5162.400000000001,"specifying any indexing, then by default, it takes the value as 0 only, because your indexing start"
5162.400000000001,5170.320000000001,"from 0 right, now, quickly understand, now try to understand the stop, everyone try to focus here,"
5170.320000000001,5177.92,"now, okay, see, there is something called as step size also, we learnt about start index,"
5177.92,5183.120000000001,"we learnt about stop index, but there is something called as step size also, what is step size,"
5183.2,5190.5599999999995,"understand this, if I write here, if I write here sports, and then I write here 0,"
5191.5199999999995,5200.72,"then let us just say 5, but also I write here 2, I am also writing here 2, I execute this,"
5204.24,5211.36,"what is happening here is, from cricket, it is jumping to football, again from football,"
5211.36,5217.28,"it is jumping to hockey, and it is skipping the element that is coming in between, right,"
5217.28,5223.5199999999995,"it is skipping the element that is coming in between, we are only getting cricket, from cricket,"
5223.5199999999995,5228.88,"it is jumping to football, and again from football, it is jumping to hockey, the elements that are"
5228.88,5234.32,"coming in between those that are caramboid and chess, they are getting skipped, this is what we"
5234.32,5240.08,"call as step size, we can skip some particular elements based upon our choices, what if,"
5240.64,5251.76,"what if I write here sports, 0, 5, and 3, try to think of an output now, right, try to think,"
5251.76,5257.12,"just wait for a minute, just think how the step size is working, step size is starting from 0,"
5257.68,5264.16,"starting from 0, and it is going till the fifth index, fourth index, but it is skipping the element"
5264.16,5272.48,"every time see, it was 0, 0, then it is jump to 1, skip 1, it need to jump to second element,"
5272.48,5278.24,"it will jump to second element, and skip caramboid that is coming in between, again from football,"
5278.24,5283.36,"it will jump to second element that is hockey, and it will skip chess, correct,"
5284.72,5291.36,"now if I write here 0, start from 0, end at 5, and step count I have specifies 3,"
5292.0,5296.08,"what can be the output now, what can be the output, other people,"
5297.759999999999,5302.719999999999,"some people sing cricket inches, other people what can be the output now, just think for a minute,"
5304.32,5310.08,"that is same, other people cricket inches, other people I want more responses guys,"
5311.28,5314.5599999999995,"shall I repeat it again, shall I repeat it again, if you want I can repeat,"
5314.64,5321.120000000001,"okay, getting it, okay, okay, okay, and when you are saying repeat, okay, okay,"
5322.080000000001,5328.400000000001,"see and where the thing is add step size is nothing, but we are directly jumping from one element to"
5328.400000000001,5334.8,"other element, see if I am writing here 0, then it will this is the start index that is 0,"
5334.8,5342.080000000001,"that is cricket, now it is stop index is 5, and it will run till 4, right, that is why we got"
5342.08,5349.2,"the elements, okay, now when we are when we are writing here 2, that mean this is the step size,"
5349.2,5354.32,"this is how much steps you need to jump, you need to directly jump from the first layer to the"
5354.32,5360.72,"third is there, you need to and you skip the second stair, right, in the same way this is working,"
5361.44,5367.84,"we are directly jumping from cricket to football, from cricket it will add 2 more elements"
5367.84,5372.96,"and directly jump from cricket to football, and again from football it will jump to hockey,"
5373.6,5377.84,"and skip the element that come in between, this is what is meant by step size,"
5377.84,5384.16,"and I run this, see the output, the output is cricket and chess, folks you are exactly correct,"
5384.16,5389.6,"exactly correct, why cricket and chess, this is because it is starting from the start index,"
5389.6,5397.4400000000005,"that is 0, and at 0 to index cricket is present, and now it is jumping 3 step time,"
5397.44,5402.639999999999,"3 steps from cricket that means, first step is cannon board, second step is football,"
5402.639999999999,5408.96,"and the third step is chess, third step is chess, that is why you are getting the output as cricket,"
5411.599999999999,5418.799999999999,"I use it is not football, it is chess, not football, it is not 2, if I write here 2 then it will be chess,"
5419.36,5426.799999999999,"but I am writing here 3, that is why we are running till chess, chess is correct, cricket and chess,"
5426.8,5432.96,"if I write here 2 then it will go to football, but I am writing here 3, so it will run from cricket,"
5432.96,5439.6,"first it will go to cricket, then jump, first step, second step, and the third step,"
5439.6,5443.76,"third step is what chess, and I spetify here, I want the third step,"
5443.76,5447.92,"waiting my point, and all the elements will in between will get skipped,"
5448.8,5455.2,"waiting my point guys, other people are you are getting it, is there anyone who has doubts,"
5456.16,5464.48,"they can ask if you have any, Madan Makila asking, by default Madan Makila, by default the step count"
5464.48,5471.44,"is one only, understand that Madan Makila by default the steps count is one only,"
5472.08,5480.72,"if I write here your doubt is sports, and 2 then 4 then 1, you are kind of doing this,"
5481.280000000001,5489.04,"ok, visualize this, by default the step count is one, that is why we are getting football"
5489.04,5496.72,"inches, ok, by default the step size is one, that is why we are getting football inches,"
5496.72,5502.96,"directly we are not skipping anything, directly we are getting football land, just no element is getting skipped,"
5503.76,5507.84,"but if you write here 2, but if you write here 2 then the element might get changed,"
5508.4800000000005,5511.84,"because then the default step I will write here, I will write here,"
5512.96,5520.24,"the might, when you are rising you might get it, default step size is one only,"
5522.32,5527.2,"till here I hope it is clear for everyone, let us quickly respond if it is clear till here,"
5527.2,5533.2,"so that we can move forward, clear respond, other people will be saying yes, other people"
5533.2,5542.639999999999,"respond in that section, ok, we have to, I hope it is clear, good, Vignesh, Anwar,"
5542.639999999999,5549.04,"ok, nice, nice, in the same way, in the same way I am implementing positive indexing,"
5549.04,5554.96,"you can implement negative indexing also, both ways are available to you, you can implement both"
5554.96,5561.92,"positive indexing and negative indexing, now I want you guys to implement negative index,"
5562.0,5566.56,"implement because we not have much time, so I want you guys to implement negative indexing also,"
5566.56,5573.2,"if you have any doubts we can take it afterwards, ok, apply, I want you guys to implement negative"
5573.2,5579.12,"indexing, now the same way, now I will move on to tuples, quickly move on tuples, we are already"
5579.12,5588.08,"lagging behind, ok, see tuple, tuple is nothing, tuple is nothing, tuple is again ordered,"
5588.16,5595.28,"it is also container, ordered, but this is immutable, a very important thing, tuple is ordered,"
5595.84,5603.04,"but tuple is immutable, what is immutable that means, all the values will be in the same order,"
5603.6,5609.04,"but if you want to change any element then it is not possible, not changing, I want"
5609.12,5617.04,"completely correct, the values are not changing, if you fix any value at one time,"
5617.04,5624.0,"then that particular value cannot change, ok, let us just understand again my area life example,"
5624.8,5632.32,"let us just say you have the names of month in a year, the names of month in a year, those are fixed"
5632.32,5637.92,"right, those are fixed, you cannot change and very right, if the flow should be January,"
5637.92,5644.24,"February, March, April and so on, so those are fixed, ok, in the same way tuple is working,"
5644.24,5651.52,"there is a particular order, after January, February will come, then March will come, then April will come,"
5651.52,5656.96,"in the same way tuple also works, there is a particular order like list, the elements are in the"
5658.0,5665.36,"in the same order, but, but they are not changeable, you cannot change it, like we were changing list,"
5665.36,5670.799999999999,"we cannot change in tuple, just in a minute you will be able to see, tuple is,"
5672.0,5683.5199999999995,"let us give some name give it B, it is done using this brackets inside it, I will write"
5684.080000000001,5695.84,"1, 2, 3, 4 and 5, ok, you clear on this, see if I run this again and again, if I run this again"
5695.84,5702.72,"and again, the values are not changing, that mean the tuple is, that mean the tuple is what,"
5703.360000000001,5711.76,"tuple is what, tuple is ordered, every time I run this, the values are still the same,"
5711.76,5715.68,"the values are still the same, the output is still the same, it is not changing, that is why we"
5715.68,5724.72,"call it as ordered, now why it is called as immutable, immutable is if I write here, if I write here,"
5726.320000000001,5734.64,"tuple our B and inside it if I want to change some element, in the list we change element"
5734.64,5738.16,"like this, right and if I write here 100, the same operation I am trying to omit,"
5739.12,5746.0,"now I am trying to change the element, if I run this, see, able to see this,"
5746.0,5751.76,"they saying tuple of it does not support iton assignment, that means, the items are not"
5751.76,5757.2,"changeable, the items cannot be changed, whatever you assign, once to the tuple that particular"
5757.2,5764.24,"values cannot change, what I am saying, narrish, but this is not a narrish, this is how you"
5764.32,5770.08,"implement indexing, right, this is how you implement indexing, yeah, yeah, yeah, narrish, it is"
5770.08,5777.599999999999,"similar, narrish, it is similar, but the most important thing is that the your elements cannot be"
5777.599999999999,5785.04,"changed, okay, madamekila does it allowed good question, good good good question, if I write here,"
5785.04,5793.679999999999,"if I it is C is equal to 1, 2, 2, 3, 3, 4, also you can also have"
5794.32,5803.36,"any elements of it choice, okay, 5, 5, 5, 5, 5, I am taking multiple times, if I print this,"
5805.92,5814.24,"well to say it, madamekila, so I will write here once more observation, both list and tuple allow"
5814.24,5824.16,"duplicates also, both list and tuple you can have duplicates also, getting it, madamekila"
5824.48,5831.5199999999995,"I hope you are able to get this, okay, madamekila getting it, calling it as narrish, okay,"
5832.5599999999995,5839.599999999999,"you can have duplicates in both list and tuples, okay, both list and tuples allow to,"
5840.4,5847.28,"yeah, both allows to duplicates, it is up to you what you want, okay, getting this madamekila,"
5848.24,5855.04,"okay, okay, nice, so if anyone asks you what is the main difference between these two container"
5855.04,5861.04,"objects that are list and tuple, so they all work in the same way, but the main difference is"
5861.84,5868.96,"both are ordered list and tuple both are ordered, but the main difference is that list is"
5868.96,5876.4,"mutable and order and tuple is immutable, for your reference I will give, I will write the"
5876.4,5886.0,"examples also, list is like a shopping cart, list is like a shopping cart, okay, okay,"
5886.0,5891.839999999999,"is there any certain type to include or we can use a vignis good question, good question,"
5891.839999999999,5895.92,"vignis I will show it to you, vignis I will quickly show it, if you write here,"
5896.32,5907.68,"your name, your name is vignis, right, vignis this giving some 60 element, after this you are"
5907.68,5915.84,"giving some, this their type, after this you are giving some float values, after this you are"
5915.84,5925.36,"giving some duplicate values again 60, and now you and you run this, see the output,"
5926.08,5933.52,"vignis, vignis able to see the output, you are getting string values also, you are getting"
5934.64,5940.0,"integer values also, then you are getting, if you are getting values also, you are able to see"
5941.28,5946.72,"float, float values also, then you are also able to see duplicates, okay vignis, I hope it"
5946.72,5954.08,"works fine for you, getting it now vignis, okay, now I will come back to this, I will write the"
5954.08,5961.04,"example again, what list is like a shopping cart, and tuple is like, let us say months in a year,"
5962.0,5969.5199999999995,"months in a year, or you can take one more example of a tefin box, okay, when we used to go to"
5969.5199999999995,5973.44,"schools, right, when you used to school, our mother's or family member, they used to give us"
5973.44,5981.76,"tefin box, right, so when you get some elements in the tefin box and you take it to your school,"
5981.76,5986.16,"something is good for you, right, and you took it to your school, so the elements of the tefin"
5986.16,5991.12,"work are not changing, right, so the elements are fixed, in the same way, tuple also works,"
5991.12,5996.16,"whatever element you contain inside a tuple, they are fixed, they are in the same order,"
5996.16,6005.68,"but those are immutable, the elements of the tefin or the elements, right, like months in a year,"
6005.68,6012.88,"are not changing, right, this is why we called as tuple as immutable, now, now quickly I will move"
6012.88,6018.72,"one to set index, we can perform different operations like you are performing in list, you can"
6018.72,6025.04,"perform in tuple also, now perform operation, now quickly you guys can do it, because I"
6025.04,6030.88,"specify most of the operation list only, and both are quite similar, perform operations"
6031.6,6039.92,"like list in tuples, okay, you guys can try and you will be able to get the concept, but the main"
6039.92,6046.8,"difference is that tuple is immutable, we will move one to set and index and you also quickly"
6046.8,6054.08,"will take some time, because we also have to call functions also only 20. Okay, set is what,"
6054.72,6066.88,"set is unordered, now the unordered part comes, set is unordered and simply if it is not unordered"
6066.88,6072.16,"then how can you change it, simply if it is unordered then how can you change it, okay,"
6072.16,6076.16,"now we will understand how set works, with understand how set works,"
6077.12,6088.5599999999995,"set is unordered collection of data, if I write here, simply in set whatever values you give,"
6088.5599999999995,6095.5199999999995,"in set, in set whatever values you give, it will change every signal time,"
6095.5199999999995,6102.88,"specify it, okay, it will change every single time you specify it, like you are writing in a"
6103.12,6110.4800000000005,"particular order, the next time the order gets changes, if you are getting my point, if I write here,"
6111.12,6129.12,"e is equal to, just say 1, 2, 1, all is just say 50, 60, 100, okay, if I write here, e, if I run this,"
6130.08,6138.88,"see, focus here, right, focus here, if I am running this, I have stored the values as 1, 2,"
6138.96,6143.84,"50, 60, 100, okay, if I run this, see,"
6154.400000000001,6158.72,"I think it is not working, that is not working, we change it again,"
6158.72,6167.12,"I think it is not working, give me minute, let me fix it,"
6167.12,6189.68,"I think this is not working, give me minute, it should work,"
6197.2,6204.48,"yeah, that is for tuple, I know that is for tuple, okay, okay, okay, it is working, okay,"
6204.48,6208.16,"okay, okay, it is working fine, okay, it is working fine, okay, it is working fine, now,"
6209.2,6216.32,"order and one thing more, one important thing, one important thing, set is set always"
6216.32,6225.2,"stores unique value, I forgot to tell this, okay, okay, R she is in, okay, okay, because it is"
6225.2,6235.759999999999,"an order right, what I told you, set always stores unique value, R she is, I told you right, set"
6235.759999999999,6242.48,"always stores unique values, and here, true can be treated as 1, when I was telling you about"
6242.48,6250.4,"operators, I told you that in Python, true is treated like 1, and false treated like 0, okay,"
6250.4,6259.759999999999,"either of them Python, this set will store, either true or 1, getting it, if I write here false,"
6259.759999999999,6270.08,"also, if I write here false also, another write here 0 also, getting to see this, either false or 0,"
6270.08,6276.48,"it can take any one of them, but it will always store unique values, okay, R she is, the main"
6276.48,6282.48,"thing is that set always stores unique values, like, okay, understand set by a small,"
6282.48,6291.76,"a life example, like in a class, in a class there can be multiple, multiple people with the name R she is,"
6291.76,6298.24,"but their role numbers are distinct, right, so the set is like the role number, which are distinct,"
6298.24,6305.12,"you cannot have duplicate values in set, it only stores unique elements, it only stores unique"
6305.12,6310.48,"elements, whatever you give, it will always be stored in a unique way, all the elements must be"
6310.48,6317.76,"unique, this is the main property of set, set is unordered collection of data, but it always stores"
6317.76,6325.2,"unique values, that is my point, set will never store duplicate values, it always stores unique values,"
6325.5199999999995,6332.24,"now, this is a simple functionalities of set, instead you cannot perform multiple function because"
6332.24,6340.96,"it is unordered also, and so can you do 0 instead of, okay, where, okay, okay, so can you do 0 false,"
6341.679999999999,6349.599999999999,"once, 0, okay, okay, understand, Madharmakila set operates on something that is called as has"
6350.400000000001,6357.360000000001,"function, it is not known to us, it can print 0 all sometimes, it can also print false all sometimes,"
6357.360000000001,6363.6,"it is up to the set and hash function, which value it wants to take, it is totally up to it,"
6363.6,6370.240000000001,"we cannot specify that it should give false or it should give 0, it is up to the hash function,"
6370.240000000001,6377.360000000001,"that is a work inside the set, that gives the output, it is not up to us that if we want 0, so it"
6377.36,6383.92,"will should give 0 and not false, it is up to hash function, that is working beside the set,"
6383.92,6391.12,"that gives the output, okay, see, now we are getting a different output, now we are getting a different"
6391.12,6394.799999999999,"output, now we are getting 0 and 1, we are not getting false entry, we are getting 0 and 1,"
6395.679999999999,6400.88,"so it is acting differently, the order is not fixed, and there is something called as hash function,"
6400.88,6406.88,"that is working behind the set, and has function give different output according to its understand,"
6406.88,6412.400000000001,"it is not to up to us, which order or which value we will get, but it is up to the,"
6413.4400000000005,6418.4800000000005,"Madanmakhla, it is not fixed, Madanmakhla, by default it is, but it is not fixed, every time you"
6418.4800000000005,6424.24,"will not get it, Madanmakhla, you might get it once twice or thrice or maybe four or five times,"
6424.24,6434.24,"but every time it will not get, okay, every time it is not fixed, okay, Madanmakhla, I hope it is"
6434.24,6441.679999999999,"clear, okay, okay, okay, Ashish is giving me, okay, yesterday's code, right, okay, Ashish,"
6442.32,6448.0,"right number of composite, okay, Ashish, I will quickly come to it, I will quickly take 10 minutes more"
6448.0,6454.32,"to teach you dictionary and functions, then I will move back to the yesterday's code, okay,"
6454.32,6459.04,"number is prime or composite, it is equal to your print hole number, okay, good try Ashish,"
6459.04,6464.32,"good try, okay, I will quickly take 10 minutes more and we will then move on to the yesterday's"
6464.32,6470.48,"question, only 10 more minutes, okay, this was sex and then we have something called as dictionary also,"
6472.32,6480.0,"okay, dictionary is exactly like a real life dictionary, exactly dictionary in python is like a"
6480.0,6487.6,"real life dictionary, we all have used real life dictionary in a dictionary, the value is always"
6487.6,6494.88,"stored in, this is the most important thing, always stored in key value pairs, the values are"
6494.88,6499.92,"always stored in key value pairs, what do I mean when I say key value pairs, understand,"
6500.8,6506.56,"again, by use of, okay, Nareesh, Nareesh, the most important use of set is used to store unique"
6506.56,6512.96,"values, the use of set is used to, that it is used to store unique value, that is the most"
6512.96,6519.68,"important functionality of set, that it will always store unique values, it do not allows for duplicates,"
6520.4800000000005,6526.4800000000005,"okay, I hope it works, Nareesh, this is a simple use of set, now coming to dictionary,"
6527.68,6533.2,"see, in a real life dictionary what happens, okay, understand, understand, I will take a small example"
6533.2,6539.92,"and then you will be able to understand, see, let us suppose you want to search the meaning of a world,"
6540.4,6546.56,"you want to search the meaning of a world, okay, so let us just say any word, we just say the word is"
6548.16,6555.92,"any complex word, honor, honor, the word is honor, now you want to search the meaning of word honor,"
6555.92,6561.28,"so what you will do is, you will open the dictionary, then you will search for the word honor in"
6561.28,6568.56,"the dictionary, when you go to the search honor, yeah, it will like, yeah, when you go to the honor,"
6568.64,6575.76,"you will get a particular meaning for honor, right, so in the same bit dictionary also works in"
